season,week,home_team,away_team,home_points,away_points,spread,neutral_site,venue,favorite,underdog,winner,underdog_win
2023,7,Utah State,Fresno State,32,37,0.0,False,Maverik Stadium,Fresno State,Utah State,Fresno State,0
2023,7,Colorado,Stanford,43,46,0.0,False,Folsom Field,Stanford,Colorado,Stanford,0
2023,7,Purdue,Ohio State,7,41,0.0,False,Ross-Ade Stadium,Ohio State,Purdue,Ohio State,0
2023,7,Michigan,Indiana,52,7,0.0,False,Michigan Stadium,Indiana,Michigan,Michigan,1
2023,7,Vanderbilt,Georgia,20,37,0.0,False,FirstBank Stadium,Georgia,Vanderbilt,Georgia,0
2023,7,Endicott College,Western New England,24,21,0.0,False,Hempstead Stadium,Western New England,Endicott College,Endicott College,1
2023,7,Lebanon Valley,Kings College (PA),21,35,0.0,False,Arnold Field (PA),Kings College (PA),Lebanon Valley,Kings College (PA),0
2023,7,James Madison,Georgia Southern,41,13,0.0,False,Bridgeforth Stadium,Georgia Southern,James Madison,James Madison,1
2023,7,Framingham State,Western Connecticut St,34,56,0.0,False,Bowditch Field,Western Connecticut St,Framingham State,Western Connecticut St,0
2023,7,Eastern Michigan,Kent State,28,14,0.0,False,Rynearson Stadium,Kent State,Eastern Michigan,Eastern Michigan,1
2023,7,Brown,Princeton,28,27,0.0,False,Brown Stadium,Princeton,Brown,Brown,1
2023,7,Marist,San Diego,30,16,0.0,False,Leonidoff Field,San Diego,Marist,Marist,1
2023,7,Findlay,Thomas More College,38,10,0.0,False,Donnell Stadium,Thomas More College,Findlay,Findlay,1
2023,7,Kutztown University,Shippensburg,9,6,0.0,False,Andre Reed Stadium,Shippensburg,Kutztown University,Kutztown University,1
2023,7,West Chester,East Stroudsburg University,14,28,0.0,False,John A. Farrell Stadium,East Stroudsburg University,West Chester,East Stroudsburg University,0
2023,7,Alfred State,Anna Maria College,46,20,0.0,False,Pioneer Stadium,Anna Maria College,Alfred State,Alfred State,1
2023,7,Merchant Marine Academy,MIT,28,14,0.0,False,Brooks Stadium (NY),MIT,Merchant Marine Academy,Merchant Marine Academy,1
2023,7,Castleton,Gallaudet,23,24,0.0,False,Dave Wolk Stadium,Gallaudet,Castleton,Gallaudet,0
2023,7,Florida State,Syracuse,41,3,0.0,False,Doak Campbell Stadium,Syracuse,Florida State,Florida State,1
2023,7,Clarion,Mercyhurst,35,36,0.0,False,"Memorial Stadium (Clarion, PA)",Mercyhurst,Clarion,Mercyhurst,0
2023,7,Alabama,Arkansas,24,21,0.0,False,Bryant-Denny Stadium,Arkansas,Alabama,Alabama,1
2023,7,Plymouth State,Fitchburg State,40,21,0.0,False,Charles L. Currier Memorial Field,Fitchburg State,Plymouth State,Plymouth State,1
2023,7,Lehigh,Georgetown,7,17,0.0,False,Goodman Stadium,Georgetown,Lehigh,Georgetown,0
2023,7,Duquesne,Central Connecticut,44,20,0.0,False,Arthur J. Rooney Athletic Field,Central Connecticut,Duquesne,Duquesne,1
2023,7,Cincinnati,Iowa State,10,30,0.0,False,Nippert Stadium,Iowa State,Cincinnati,Iowa State,0
2023,7,FDU-Florham,Delaware Valley,0,20,0.0,False,Robert T. Shields Field,Delaware Valley,FDU-Florham,Delaware Valley,0
2023,7,Shorter,Clark Atlanta,19,13,0.0,False,Barron Stadium,Clark Atlanta,Shorter,Shorter,1
2023,7,Walsh,Ohio Dominican,10,12,0.0,False,Tom Benson Hall of Fame Stadium,Ohio Dominican,Walsh,Ohio Dominican,0
2023,7,Utica,SUNY Morrisville,24,6,0.0,False,Charles A. Gaetano Stadium,SUNY Morrisville,Utica,Utica,1
2023,7,Gannon,Slippery Rock,24,49,0.0,False,McConnell Family Stadium,Slippery Rock,Gannon,Slippery Rock,0
2023,7,UNC Pembroke,Fairmont State,49,7,0.0,False,Grace P. Johnson Stadium,Fairmont State,UNC Pembroke,UNC Pembroke,1
2023,7,University Of Charleston (WV),Notre Dame College,52,27,0.0,False,University of Charleston Stadium,Notre Dame College,University Of Charleston (WV),University Of Charleston (WV),1
2023,7,Yale,Sacred Heart,31,3,0.0,False,Yale Bowl,Sacred Heart,Yale,Yale,1
2023,7,Gettysburg,Muhlenberg,13,41,0.0,False,Shirk Field at Musselman Stadium,Muhlenberg,Gettysburg,Muhlenberg,0
2023,7,North Texas,Temple,45,14,0.0,False,DATCU Stadium,Temple,North Texas,North Texas,1
2023,7,Wilkes,Keystone,42,7,0.0,False,Schmidt Stadium,Keystone,Wilkes,Wilkes,1
2023,7,Rutgers,Michigan State,27,24,0.0,False,SHI Stadium,Michigan State,Rutgers,Rutgers,1
2023,7,Butler,Davidson,33,35,0.0,False,Butler Bowl,Davidson,Butler,Davidson,0
2023,7,Villanova,Elon,21,0,0.0,False,Villanova Stadium,Elon,Villanova,Villanova,1
2023,7,Monmouth,Hampton,61,10,0.0,False,Kessler Stadium,Hampton,Monmouth,Monmouth,1
2023,7,Dayton,Presbyterian,17,20,0.0,False,Welcome Stadium,Presbyterian,Dayton,Presbyterian,0
2023,7,Drake,St. Thomas (MN),52,21,0.0,False,Drake Stadium,St. Thomas (MN),Drake,Drake,1
2023,7,Franklin & Marshall,Johns Hopkins University,27,34,0.0,False,Shadek Stadium,Johns Hopkins University,Franklin & Marshall,Johns Hopkins University,0
2023,7,Husson,Curry College,28,7,0.0,False,Dr. John W. Winkin Sports Complex,Curry College,Husson,Husson,1
2023,7,Montclair State,Salisbury,12,31,0.0,False,Sprague Field,Salisbury,Montclair State,Salisbury,0
2023,7,Hiram College,Ohio Wesleyan,18,19,0.0,False,Charles A. Henry Field,Ohio Wesleyan,Hiram College,Ohio Wesleyan,0
2023,7,Guilford College,Shenandoah,20,31,0.0,False,Armfield Athletic Center,Shenandoah,Guilford College,Shenandoah,0
2023,7,Lagrange College,Belhaven,20,42,0.0,False,Callaway Stadium,Belhaven,Lagrange College,Belhaven,0
2023,7,Bethany (WV),Carnegie Mellon,7,41,0.0,False,Bison Stadium,Carnegie Mellon,Bethany (WV),Carnegie Mellon,0
2023,7,Centre College Kentucky,Southwestern University,45,21,0.0,False,Farris Stadium,Southwestern University,Centre College Kentucky,Centre College Kentucky,1
2023,7,Amherst,Colby College,16,19,0.0,False,Pratt Field at Lehrman Stadium,Colby College,Amherst,Colby College,0
2023,7,St. Lawrence,University of Rochester (NY),27,37,0.0,False,Leckonby Stadium,University of Rochester (NY),St. Lawrence,University of Rochester (NY),0
2023,7,Methodist,Brevard College,20,52,0.0,False,Monarch Stadium,Brevard College,Methodist,Brevard College,0
2023,7,Juniata College,Susquehanna,0,56,0.0,False,Knox Stadium,Susquehanna,Juniata College,Susquehanna,0
2023,7,Denison University,Wabash College,28,24,0.0,False,Deeds Field-Piper Stadium,Wabash College,Denison University,Denison University,1
2023,7,Franklin Pierce,Assumption,17,21,0.0,True,Sodexo Field,Assumption,Franklin Pierce,Assumption,0
2023,7,St. Xavier IL,Saginaw Valley State,10,32,0.0,True,Bruce R. Deaton Memorial Field,Saginaw Valley State,St. Xavier IL,Saginaw Valley State,0
2023,7,McDaniel College,Dickinson (PA),20,40,0.0,False,Kenneth R. Gill Stadium,Dickinson (PA),McDaniel College,Dickinson (PA),0
2023,7,Trinity (CT),Middlebury,15,20,0.0,False,Jessee/Miller Field,Middlebury,Trinity (CT),Middlebury,0
2023,7,Ursinus,William Paterson,39,15,0.0,False,Patterson Field,William Paterson,Ursinus,Ursinus,1
2023,7,Widener,Misericordia,31,27,0.0,False,Leslie C. Quick Jr. Stadium,Misericordia,Widener,Widener,1
2023,7,Hobart College,Hilbert College,49,3,0.0,False,Boswell Field at David J. Urick Stadium,Hilbert College,Hobart College,Hobart College,1
2023,7,Biddeford,Nichols College,62,26,0.0,False,Blue Storm Stadium,Nichols College,Biddeford,Biddeford,1
2023,7,Trine University,Olivet College,28,14,0.0,False,Fred Zollner Athletic Stadium,Olivet College,Trine University,Trine University,1
2023,7,Cortland,Alfred University,59,21,0.0,False,Stadium Red Field,Alfred University,Cortland,Cortland,1
2023,7,The Citadel,VMI,13,17,0.0,False,Johnson Hagood Stadium,VMI,The Citadel,VMI,0
2023,7,Emory & Henry College,Mars Hill,14,24,0.0,False,Fred Selfe Stadium at Nicewonder Field,Mars Hill,Emory & Henry College,Mars Hill,0
2023,7,Kean,College Of New Jersey,0,27,0.0,False,Kean Alumni Stadium,College Of New Jersey,Kean,College Of New Jersey,0
2023,7,Minnesota Morris,Westminster College (MO),45,0,0.0,False,Big Cat Stadium,Westminster College (MO),Minnesota Morris,Minnesota Morris,1
2023,7,Samford,Furman,21,27,0.0,False,Seibert Stadium,Furman,Samford,Furman,0
2023,7,New Haven,St. Anselm,9,13,0.0,False,Ralph F. DellaCamera Stadium,St. Anselm,New Haven,St. Anselm,0
2023,7,West Virginia Wesleyan,West Liberty,7,24,0.0,False,Cebe Ross Field,West Liberty,West Virginia Wesleyan,West Liberty,0
2023,7,Maine,Long Island University,24,13,0.0,False,Alfond Stadium,Long Island University,Maine,Maine,1
2023,7,Rensselaer,Buffalo State,51,28,0.0,False,ECAV Stadium,Buffalo State,Rensselaer,Rensselaer,1
2023,7,Cornell,Bucknell,13,21,0.0,False,Schoellkopf Field,Bucknell,Cornell,Bucknell,0
2023,7,Colgate,Dartmouth,27,24,0.0,False,Andy Kerr Stadium,Dartmouth,Colgate,Colgate,1
2023,7,Concord University,Frostburg State,3,34,0.0,False,Callaghan Stadium,Frostburg State,Concord University,Frostburg State,0
2023,7,Minnesota State Moorhead,Sioux Falls,53,40,0.0,False,Scheels Field at Nemzek Stadium,Sioux Falls,Minnesota State Moorhead,Minnesota State Moorhead,1
2023,7,Lincoln (PA),Elizabeth City State,27,21,0.0,False,Lincoln University Stadium,Elizabeth City State,Lincoln (PA),Lincoln (PA),1
2023,7,Thiel,Geneva,9,20,0.0,False,Alumni Stadium (PA),Geneva,Thiel,Geneva,0
2023,7,Waynesburg,Saint Vincent,24,0,0.0,False,John F. Wiley Stadium,Saint Vincent,Waynesburg,Waynesburg,1
2023,7,Kalamazoo,Adrian,45,23,0.0,False,Angell Field,Adrian,Kalamazoo,Kalamazoo,1
2023,7,Hillsdale,Kentucky Wesleyan,44,14,0.0,False,"Frank ""Muddy"" Waters Stadium",Kentucky Wesleyan,Hillsdale,Hillsdale,1
2023,7,Northwood (MI),Ashland,3,35,0.0,False,Hantz Stadium,Ashland,Northwood (MI),Ashland,0
2023,7,Martin Luther,Greenville,31,29,0.0,False,MLC Bowl,Greenville,Martin Luther,Martin Luther,1
2023,7,Truman State,Indianapolis,17,38,0.0,False,Stokes Stadium,Indianapolis,Truman State,Indianapolis,0
2023,7,Shaw,Winston-Salem,20,41,0.0,False,George Williams Athletic Complex,Winston-Salem,Shaw,Winston-Salem,0
2023,7,Johnson C Smith,St. Augustine's,14,6,0.0,False,Irwin Belk Complex,St. Augustine's,Johnson C Smith,Johnson C Smith,1
2023,7,Ithaca College,Union (NY),17,9,0.0,False,Butterfield Stadium,Union (NY),Ithaca College,Ithaca College,1
2023,7,Catholic,Lycoming,25,28,0.0,False,Cardinal Stadium (DC),Lycoming,Catholic,Lycoming,0
2023,7,New Hampshire,UAlbany,38,31,0.0,False,Wildcat Stadium,UAlbany,New Hampshire,New Hampshire,1
2023,7,Rhode Island,Richmond,17,24,0.0,False,Meade Stadium,Richmond,Rhode Island,Richmond,0
2023,7,Virginia Union,Bowie State,52,3,0.0,False,Hovey Field,Bowie State,Virginia Union,Virginia Union,1
2023,7,Reading,Stevenson,6,42,0.0,False,Turf Field,Stevenson,Reading,Stevenson,0
2023,7,Harvard,Howard,48,7,0.0,False,Harvard Stadium,Howard,Harvard,Harvard,1
2023,7,Central State (OH),Savannah St,21,10,0.0,False,McPherson Memorial Stadium,Savannah St,Central State (OH),Central State (OH),1
2023,7,Minnesota Duluth,University of Mary,46,0,0.0,False,James S. Malosky Stadium,University of Mary,Minnesota Duluth,Minnesota Duluth,1
2023,7,Wayne State (NE),Bemidji State,23,33,0.0,False,"Memorial Stadium (Wayne, NE)",Bemidji State,Wayne State (NE),Bemidji State,0
2023,7,Mount St. Joseph,Anderson (IN),77,14,0.0,False,Schueler Field,Anderson (IN),Mount St. Joseph,Mount St. Joseph,1
2023,7,Glenville State,Wheeling,27,13,0.0,False,I.L. & Sue Morris Stadium,Wheeling,Glenville State,Glenville State,1
2023,7,Defiance College,Franklin,21,35,0.0,False,Justin F. Coressel Stadium,Franklin,Defiance College,Franklin,0
2023,7,Hanover College,Manchester,34,0,0.0,False,Alumni Stadium (IN),Manchester,Hanover College,Hanover College,1
2023,7,Hamilton,Williams,17,24,0.0,False,Steuben Field,Williams,Hamilton,Williams,0
2023,7,University of Mount Union,Capital,76,0,0.0,False,Mount Union Stadium,Capital,University of Mount Union,University of Mount Union,1
2023,7,Rose-Hulman,Bluffton,52,28,0.0,False,Cook Stadium,Bluffton,Rose-Hulman,Rose-Hulman,1
2023,7,Columbia,Pennsylvania,17,20,0.0,False,Lawrence A. Wien Stadium,Pennsylvania,Columbia,Pennsylvania,0
2023,7,South Carolina State,Tennessee Tech,7,28,0.0,False,Oliver C. Dawson Stadium,Tennessee Tech,South Carolina State,Tennessee Tech,0
2023,7,South Dakota,Youngstown State,34,31,0.0,False,DakotaDome,Youngstown State,South Dakota,South Dakota,1
2023,7,Indiana-Pennsylvania,Edinboro University,20,10,0.0,False,George P. Miller Stadium,Edinboro University,Indiana-Pennsylvania,Indiana-Pennsylvania,1
2023,7,Millersville,Shepherd,17,33,0.0,False,Chryst Field at Biemesderfer Stadium,Shepherd,Millersville,Shepherd,0
2023,7,Wilmington (OH),Marietta,15,45,0.0,False,Wiliams Stadium (OH),Marietta,Wilmington (OH),Marietta,0
2023,7,North Dakota,North Dakota State,49,24,0.0,False,Alerus Center,North Dakota State,North Dakota,North Dakota,1
2023,7,Lake Forest College,Grinnell,47,0,0.0,False,Farwell Field,Grinnell,Lake Forest College,Lake Forest College,1
2023,7,Lenoir-Rhyne,Wilson,47,3,0.0,False,Helen and Leonard Moretz Stadium,Wilson,Lenoir-Rhyne,Lenoir-Rhyne,1
2023,7,Valparaiso,Morehead State,21,24,0.0,False,Brown Field,Morehead State,Valparaiso,Morehead State,0
2023,7,Austin Peay,Gardner-Webb,41,14,0.0,False,Governors Stadium,Gardner-Webb,Austin Peay,Austin Peay,1
2023,7,Washington University (St. Louis),Augustana (IL),17,35,0.0,False,Francis Field (MO),Augustana (IL),Washington University (St. Louis),Augustana (IL),0
2023,7,Minot State,Concordia University St Paul,17,10,0.0,False,Herb Parker Stadium,Concordia University St Paul,Minot State,Minot State,1
2023,7,Fort Hays State,Nebraska-Kearney,31,17,0.0,False,Lewis Field Stadium,Nebraska-Kearney,Fort Hays State,Fort Hays State,1
2023,7,Southwest Baptist,Missouri S&T,19,45,0.0,False,Plaster Sports Complex,Missouri S&T,Southwest Baptist,Missouri S&T,0
2023,7,Bloomsburg,Lock Haven University,13,21,0.0,False,Robert B. Redman Stadium,Lock Haven University,Bloomsburg,Lock Haven University,0
2023,7,Simpson College (IA),Coe College,0,28,0.0,False,Bill Buxton Stadium,Coe College,Simpson College (IA),Coe College,0
2023,7,Case Western Reserve,Westminster (PA),31,6,0.0,False,Case Field,Westminster (PA),Case Western Reserve,Case Western Reserve,1
2023,7,Virginia St,Bluefield State,39,23,0.0,False,Rogers Stadium (VA),Bluefield State,Virginia St,Virginia St,1
2023,7,Fayetteville State,Livingstone,19,14,0.0,False,"Luther ""Nick"" Jeralds Stadium",Livingstone,Fayetteville State,Fayetteville State,1
2023,7,Missouri Western,Northwest Missouri St,23,27,0.0,False,Craig Field at Spratt Memorial Stadium,Northwest Missouri St,Missouri Western,Northwest Missouri St,0
2023,7,Buena Vista,Luther,17,10,0.0,False,J. Leslie Rollins Stadium,Luther,Buena Vista,Buena Vista,1
2023,7,Tuskegee,Edward Waters,38,41,0.0,False,Abbott Memorial Alumni Stadium,Edward Waters,Tuskegee,Edward Waters,0
2023,7,Westfield State,UMass Dartmouth,23,26,0.0,False,"Alumni Field (Westfield, MA)",UMass Dartmouth,Westfield State,UMass Dartmouth,0
2023,7,Augsburg,Bethel (MN),7,38,0.0,False,Edor Nelson Field,Bethel (MN),Augsburg,Bethel (MN),0
2023,7,Huntingdon College (AL),Maryville College (TN),28,21,0.0,False,Charles Lee Field at Samford Stadium,Maryville College (TN),Huntingdon College (AL),Huntingdon College (AL),1
2023,7,William Jewell,Quincy,28,41,0.0,True,Liberty North High School,Quincy,William Jewell,Quincy,0
2023,7,Rowan,Christopher Newport,18,21,0.0,False,Richard Wackar Stadium,Christopher Newport,Rowan,Christopher Newport,0
2023,7,Bowdoin,Bates,35,20,0.0,False,Whittier Field,Bates,Bowdoin,Bowdoin,1
2023,7,Millikin,North Central College,3,75,0.0,False,Frank M. Lindsay Field,North Central College,Millikin,North Central College,0
2023,7,Rockford,Benedictine University,7,19,0.0,False,Sam Greeley Field,Benedictine University,Rockford,Benedictine University,0
2023,7,Lakeland,Concordia University Chicago,17,9,0.0,False,Taylor Field,Concordia University Chicago,Lakeland,Lakeland,1
2023,7,Illinois College,Knox College,61,7,0.0,False,England Stadium,Knox College,Illinois College,Illinois College,1
2023,7,Lawrence University,Beloit,14,34,0.0,False,Ron Roberts Field at the Banta Bowl,Beloit,Lawrence University,Beloit,0
2023,7,Ball State,Toledo,6,13,0.0,False,Scheumann Stadium,Toledo,Ball State,Toledo,0
2023,7,Charlotte,Navy,0,14,0.0,False,Jerry Richardson Stadium,Navy,Charlotte,Navy,0
2023,7,Bridgewater (VA),Randolph-Macon,3,38,0.0,False,Jopson Athletic Complex,Randolph-Macon,Bridgewater (VA),Randolph-Macon,0
2023,7,Concordia Moorhead,Hamline University,58,14,0.0,False,Jake Christiansen Stadium,Hamline University,Concordia Moorhead,Concordia Moorhead,1
2023,7,Gustavus Adolphus,Macalester,55,18,0.0,False,Hollingsworth Field,Macalester,Gustavus Adolphus,Gustavus Adolphus,1
2023,7,St. Scholastica,St. Olaf,17,37,0.0,False,Public Schools Stadium,St. Olaf,St. Scholastica,St. Olaf,0
2023,7,St. Norbert,Aurora,9,37,0.0,False,Donald J. Schneider Stadium,Aurora,St. Norbert,Aurora,0
2023,7,John Carroll University,Ohio Northern,44,14,0.0,False,Don Shula Stadium at Wasmer Field,Ohio Northern,John Carroll University,John Carroll University,1
2023,7,Washington and Lee,Ferrum,41,16,0.0,False,Wilson Field,Ferrum,Washington and Lee,Washington and Lee,1
2023,7,Wisconsin-Platteville,Wisconsin-Lacrosse,17,21,0.0,False,Ralph E. Davis Pioneer Stadium,Wisconsin-Lacrosse,Wisconsin-Platteville,Wisconsin-Lacrosse,0
2023,7,North Park,Illinois Wesleyan,20,18,0.0,False,Holmgren Athletic Complex,Illinois Wesleyan,North Park,North Park,1
2023,7,Carroll University (WI),Elmhurst,62,14,0.0,False,Schneider Stadium,Elmhurst,Carroll University (WI),Carroll University (WI),1
2023,7,Wisconsin-River Falls,Wisconsin-Whitewater,14,21,0.0,False,David Smith Stadium at Ramer Field,Wisconsin-Whitewater,Wisconsin-River Falls,Wisconsin-Whitewater,0
2023,7,Wisconsin-Stout,Wisconsin-Stevens Pt,51,14,0.0,False,Don and Nona Williams Stadium,Wisconsin-Stevens Pt,Wisconsin-Stout,Wisconsin-Stout,1
2023,7,Rhodes College,Sewanee,30,10,0.0,False,Crain Field,Sewanee,Rhodes College,Rhodes College,1
2023,7,Minnesota State Mankato,Western Oregon,45,14,0.0,False,Blakeslee Stadium,Western Oregon,Minnesota State Mankato,Minnesota State Mankato,1
2023,7,Southern Connecticut State,American International,21,27,0.0,False,Jess Dow Field,American International,Southern Connecticut State,American International,0
2023,7,Monmouth (IL),Cornell College (IA),43,6,0.0,False,April Zorn Memorial Stadium,Cornell College (IA),Monmouth (IL),Monmouth (IL),1
2023,7,Hope College,Alma,17,35,0.0,False,Ray and Sue Smith Stadium,Alma,Hope College,Alma,0
2023,7,East Texas Baptist University,McMurry,14,13,0.0,False,Ornelas Stadium,McMurry,East Texas Baptist University,East Texas Baptist University,1
2023,7,Mary Hardin-Baylor,Sul Ross State,37,13,0.0,False,Crusader Stadium,Sul Ross State,Mary Hardin-Baylor,Mary Hardin-Baylor,1
2023,7,Nebraska Wesleyan,Loras College,38,41,0.0,True,Abel Stadium,Loras College,Nebraska Wesleyan,Loras College,0
2023,7,Albany State GA,Allen,27,39,0.0,False,Albany State University Coliseum,Allen,Albany State GA,Allen,0
2023,7,Greeneville,UVA Wise,35,7,0.0,False,Pioneer Field (TN),UVA Wise,Greeneville,Greeneville,1
2023,7,New Mexico Highlands,CSU Pueblo,7,56,0.0,False,Sanchez Family Stadium,CSU Pueblo,New Mexico Highlands,CSU Pueblo,0
2023,7,Colorado School Of Mines,South Dakota Mines,45,22,0.0,False,Marv Kay Stadium at Campbell Field,South Dakota Mines,Colorado School Of Mines,Colorado School Of Mines,1
2023,7,Fort Lewis,Colorado Mesa,14,62,0.0,False,Ray Dennison Memorial Field,Colorado Mesa,Fort Lewis,Colorado Mesa,0
2023,7,Emporia State University,Washburn,38,23,0.0,False,Francis G. Welch Stadium,Washburn,Emporia State University,Emporia State University,1
2023,7,Hardin-Simmons,Texas Lutheran,27,22,0.0,False,Shelton Stadium,Texas Lutheran,Hardin-Simmons,Hardin-Simmons,1
2023,7,Saint John's (MN),Carleton,63,7,0.0,False,Clemens Stadium,Carleton,Saint John's (MN),Saint John's (MN),1
2023,7,Wooster,Depauw,7,53,0.0,False,John P. Papp Stadium,Depauw,Wooster,Depauw,0
2023,7,Wisconsin-Oshkosh,Wisconsin-Eau Claire,35,7,0.0,False,J.J. Keller Field at Titan Stadium,Wisconsin-Eau Claire,Wisconsin-Oshkosh,Wisconsin-Oshkosh,1
2023,7,Hartwick,St John Fisher University,21,38,0.0,False,Wright Stadium,St John Fisher University,Hartwick,St John Fisher University,0
